1	1	jə fa̠ː	
1	2	fa̠ː	
1	3	ĭ fɔː	
1	4	ĭ fɒ̝ː	
1	5	fa̠ː	
1	6	ei͉ fɑː	
1	7	ei͉ fɑː	
1	8	jə fɑː	
1	9	fa̠ː	
1	10	jə fa̠ː	
1	11	jə fa̠ː	
1	12	jə fa̠ː	
1	13	ĭ fɒ̝ː	
1	14	ĭ fɒ̝ː	
1	15	jɛ fa̠ː	
1	16	ĭ fa̠ː	
1	17	foː	
1	18	e fei͉	fei͉
1	19	ĕ̞ fĭ	
1	20	fi	
1	21	ĭ fĭ	
1	22	ɛ̈ fi	fi
1	23	ĭ fĭ	
1	24	ĭ fĭ	fĭ
1	25	ĭ fe	
1	26	ĭ fe̞	
1	27	fei͉	
1	28	e̝ fĕi͉	
1	29	ĭ feː	
1	30	ɪ̈ feːt͉	ɪ̈ feː
1	31	ɪ̈ fĕ	
1	32	i fɔː	
1	33	i fa̠͜o	
1	34	i fɔː	
1	35	ĭ fă̠o	
1	36	ĭ fɒ̝͜o	
1	37	i fɔː	
1	38	fa̠	
1	39	i fɑː	
1	40	fa̠ː	
1	41	jə fa̠ː	
1	42	jə fa̠ː	
1	43	ĕ fɒ̝ː	
1	44	jə fa̠ː	
1	45	ɛ̆ fa̠ː	
1	46	ɛ̆ fa̠ː	
1	47	ɛ fa̠ː	
1	48	e̞ fa̠	
1	49	ɛ fa̠ː	
1	50	i feː	
1	51	ɛ̆ feː	
1	52	i fa̠ː	
1	53	i fa̠ː	
1	54	ɛ fa̠ː	
1	55	ɛ fa̠ː	
1	56	a̠ fɛː	
1	57	a̠ fɛː	
1	58	a̠ fa̠ː	
1	59	æ fæː	
1	60	æ fæː	
1	61	ɛ fæː	
1	62	ɛ fæː	
2	1	tsoː	
2	2	tsŏ	
2	3	tsoː	
2	4	bɛ̃ĩ͉ tsŏ	
2	5	tsŏ	
2	6	tsoː	
2	7	θo	
2	8	tsoː	
2	9	tso	
2	10	bɛ̃ĩ͉ tso	
2	11	tso	
2	12	tsŏ	
2	13	tsoː	
2	14	tso	
2	15	tsoː	
2	16	tsŏ	
2	17	tso̝	
2	18	tsŏ	
2	19	tsɔ̆	
2	20	tso	
2	21	tsa̠ː	
2	22	tso	
2	23	tso	
2	24	tso	
2	25	tsa̠ː	
2	26	tsa̠	
2	27	tso̞ː	
2	28	tsa̠ːt	
