# Wordlist

# DATA
ID	DOCULECT	CONCEPT	LATIN	CANTON	LONGITUDE	LATITUDE	VALUE	FORM	SEGMENTED	TOKENS	BROAD_TOKENS
25264	Évolène	(au) genou	genuclu	VS	7.4963134	46.1125593	zēnŏ̀l	zēnŏ̀l	z ē n ŏ̀ l	z e̞ː n ɔ̆ l	z eː n ɔ l
25265	Grimentz	(au) genou	genuclu	VS	7.5763635	46.1801158	zŏ̀nŏ̀ł	zŏ̀nŏ̀ł	z ŏ̀ n ŏ̀ ł	z ɔ̆ n ɔ̆	z ɔ n ɔ ɬ
25270	Hermance	(au) genou	genuclu	GE	6.244375	46.302258	ẓĕ̀nœ́	ẓĕ̀nœ́	ẓ ĕ̀ n œ́	ð ɛ̆ n ø	ð ɛ n ø
25275	Courtepin	(au) genou	genuclu	FR	7.1238357	46.8652994	dzėnā	dzėnā	d z ė n ā	d z ə n a̠ː	d z ə n aː
25282	Landeron	(au) genou	genuclu	NE	7.066851	47.055508	djnʋ	djnʋ	d j n ʋ	d ʒ n u	d ʒ n u
25284	Côte-aux-Fées	(au) genou	genuclu	NE	6.489867	46.866729	dznœ̆	dznœ̆	d z n œ̆	d z n ø̞̆	d z n ø
25287	Cerneux-Pêquignot	(au) genou	genuclu	NE	6.6661454	47.0169066	djnʋ̄̀ė̱l̮ʋ̱	djnʋ̄̀ė̱l̮ʋ̱	d j n ʋ̄̀ ė̱ l̮ ʋ̱	d ʒ n ʊː ə͉ ʎ u͉	d ʒ n ʊː ə ʎ u
25290	Plagne	(au) genou	genuclu	JU	7.284885	47.1874392	djanʋ	djanʋ	d j a n ʋ	d ʒ a̠ n u	d ʒ a n u
25296	Courtedoux	(au) genou	genuclu	JU	7.0413733	47.4101588	djėnʋ̀̃y	djėnʋ̀̃y	d j ė n ʋ̀̃ y	d ʒ ə n ʊ̃ j	d ʒ ə n ʊ ∼ j
25280	Boudry	(au) genou	genuclu	NE	6.837028	46.950218	dznŭ	dznŭ	d z n ŭ	d z n y̆	d z n y
#
25488	Longirod	(au) nez	nasu	VD	6.2585316	46.4944282	naͦ̄	naͦ̄	n aͦ̄	n ɒ̝ː	n ɒː
25493	Prahins	(au) nez	nasu	VD	6.7383916	46.7331778	nā	nā	n ā	n a̠ː	n aː
25497	Ormont-Dessus	(au) nez	nasu	VD	7.158066	46.3514789	nā	nā	n ā	n a̠ː	n aː
25500	Collombey	(au) nez	nasu	VS	6.9459222	46.2679563	nā̀	nā̀	n ā̀	n aː	n aː
25504	Lourtier	(au) nez	nasu	VS	7.265844	46.049002	nā	nā	n ā	n a̠ː	n aː
25506	Conthey	(au) nez	nasu	VS	7.3083227	46.2334191	nā́	nā́	n ā́	n ɑː	n ɑː
25507	Nendaz	(au) nez	nasu	VS	7.3047431	46.1855093	nā́	nā́	n ā́	n ɑː	n ɑː
25512	Évolène	(au) nez	nasu	VS	7.4963134	46.1125593	nằ	nằ	n ằ	n ă	n a
25513	Grimentz	(au) nez	nasu	VS	7.5763635	46.1801158	nā	nā	n ā	n a̠ː	n aː
25518	Hermance	(au) nez	nasu	GE	6.244375	46.302258	nò͜ó̱	nòó̱	n ò ó̱	n ɔ o͉	n ɔ o
25524	Dompierre	(au) nez	nasu	FR	6.990713	46.8520788	nā	nā	n ā	n a̠ː	n aː
25530	Landeron	(au) nez	nasu	NE	7.066851	47.055508	naͦ	naͦ	n aͦ	n ɒ̝	n ɒ
25532	Côte-aux-Fées	(au) nez	nasu	NE	6.489867	46.866729	nḗ	nḗ	n ḗ	n eː	n eː
25535	Cerneux-Pêquignot	(au) nez	nasu	NE	6.6661454	47.0169066	nā	nā	n ā	n a̠ː	n aː
25538	Plagne	(au) nez	nasu	JU	7.284885	47.1874392	nḕ	nḕ	n ḕ	n ɛː	n ɛː
25544	Courtedoux	(au) nez	nasu	JU	7.0413733	47.4101588	naͤ̄	naͤ̄	n aͤ̄	n æː	n æː
25485	L'Auberson	(au) nez	nasu	VD	6.4590043	46.8178516	nṑ	nṑ	n ṑ	n ɔː	n ɔː
25516	Laconnex	(au) nez	nasu	GE	6.0355571	46.1557721	na͜ó̱	naó̱	n a ó̱	n a̠ o͉	n a o
25528	Boudry	(au) nez	nasu	NE	6.837028	46.950218	nā	nā	n ā	n a̠ː	n aː
25523	Courtepin	(au) nez	nasu	FR	7.1238357	46.8652994	nā̀	nā̀	n ā̀	n aː	n aː
#
25423	L'Auberson	(au) pouce	pollice	VD	6.4590043	46.8178516	pūdz	pūdz	p ū d z	p ỹː d z	p yː ∼ d z
25426	Longirod	(au) pouce	pollice	VD	6.2585316	46.4944282	pāó̱dzȯ̱	pāó̱dzȯ̱	p ā ó̱ d z ȯ̱	p a̠ː o͉ d z ɔ͉̈	p aː o d z ɔ
25431	Prahins	(au) pouce	pollice	VD	6.7383916	46.7331778	pṑdzo̱	pṑdzo̱	p ṑ d z o̱	p ɔː d z o̝͉	p ɔː d z o
25435	Ormont-Dessus	(au) pouce	pollice	VD	7.158066	46.3514789	pūdė̱	pūdė̱	p ū d ė̱	p ỹː d ə͉	p yː ∼ d ə
25438	Collombey	(au) pouce	pollice	VS	6.9459222	46.2679563	pœ̄ḏzo	pœ̄ḏzo	p œ̄ ḏ z o	p ø̞ː d͉ z o̞	p øː d z o
25442	Lourtier	(au) pouce	pollice	VS	7.265844	46.049002	pœu̱dzo̱	pœu̱dzo̱	p œ u̱ d z o̱	p ø̞ y͉ d z o̝͉	p ø y d z o
25444	Conthey	(au) pouce	pollice	VS	7.3083227	46.2334191	pœu̱dò	pœu̱dò	p œ u̱ d ò	p ø̞ y͉ d ɔ	p ø y d ɔ
25445	Nendaz	(au) pouce	pollice	VS	7.3047431	46.1855093	pʋͧ̄dzò̱	pʋͧ̄dzò̱	p ʋͧ̄ d z ò̱	p ʉː d z ɔ͉	p ʉː d z ɔ
25450	Évolène	(au) pouce	pollice	VS	7.4963134	46.1125593	pʋ̄g̱zŏ̀	pʋ̄g̱zŏ̀	p ʋ̄ g̱ z ŏ̀	p uː ɡ͉͉ z ɔ̆	p uː g z ɔ
25451	Grimentz	(au) pouce	pollice	VS	7.5763635	46.1801158	pʋ̄g̱zò	pʋ̄g̱zò	p ʋ̄ g̱ z ò	p uː ɡ͉͉ z ɔ	p uː g z ɔ
25454	Laconnex	(au) pouce	pollice	GE	6.0355571	46.1557721	pœ̀u̱ẓė̱	pœ̀u̱ẓė̱	p œ̀ u̱ ẓ ė̱	p  y͉ ð ə͉	p œ y ð ə
25456	Hermance	(au) pouce	pollice	GE	6.244375	46.302258	pœ̄́ẓò̱	pœ̄́ẓò̱	p œ̄́ ẓ ò̱	p øː ð ɔ͉	p øː ð ɔ
25462	Dompierre	(au) pouce	pollice	FR	6.990713	46.8520788	paò̱dzʋ̱	paò̱dzʋ̱	p a ò̱ d z ʋ̱	p a̠ ɔ͉ d z u͉	p a ɔ d z u
25468	Landeron	(au) pouce	pollice	NE	7.066851	47.055508	pḗdj	pḗdj	p ḗ d j	p eː d ʒ	p eː d ʒ
25470	Côte-aux-Fées	(au) pouce	pollice	NE	6.489867	46.866729	pʋ̩̄sʋ̆	pʋ̩̄sʋ̆	p ʋ̩̄ s ʋ̆	p úː s ŭ	p ˈ/uː s u
25473	Cerneux-Pêquignot	(au) pouce	pollice	NE	6.6661454	47.0169066	pœ̄́sʋ	pœ̄́sʋ	p œ̄́ s ʋ	p øː s u	p øː s u
25476	Plagne	(au) pouce	pollice	JU	7.284885	47.1874392	pūė̱s	pūė̱s	p ū ė̱ s	p ỹː ə͉ s	p yː ∼ ə s
25482	Courtedoux	(au) pouce	pollice	JU	7.0413733	47.4101588	pūė̱s	pūė̱s	p ū ė̱ s	p ỹː ə͉ s	p yː ∼ ə s
25461	Courtepin	(au) pouce	pollice	FR	7.1238357	46.8652994	pā̀dzʋ̱	pā̀dzʋ̱	p ā̀ d z ʋ̱	p aː d z u͉	p aː d z u
25466	Boudry	(au) pouce	pollice	NE	6.837028	46.950218	pœ̄́dz	pœ̄́dz	p œ̄́ d z	p øː d z	p øː d z
#
24784	Boudry	(cela m’a) aidé	adjutatu	NE	6.837028	46.950218	aèdī	aèdī	a è d ī	a̠ ɛ d iː	a ɛ d iː
24744	Longirod	(cela m’a) aidé	adjutatu	VD	6.2585316	46.4944282	a͜édi	aédi	a é d i	a̠ e d i	a e d i
24749	Prahins	(cela m’a) aidé	adjutatu	VD	6.7383916	46.7331778	aͤ̄d̮ī	aͤ̄d̮ī	aͤ̄ d̮ ī	æː dʲ iː	æː dʲ iː
24753	Ormont-Dessus	(cela m’a) aidé	adjutatu	VD	7.158066	46.3514789	ḗdy̑ă	ḗdy̑ă	ḗ d y̑ ă	eː d  ă̠	eː d jˡ a
24756	Collombey	(cela m’a) aidé	adjutatu	VS	6.9459222	46.2679563	édjy̱a	édjy̱a	é d j y̱ a	e d ʒ j͉ a̠	e d ʒ j a
24760	Lourtier	(cela m’a) aidé	adjutatu	VS	7.265844	46.049002	éd̮ă	éd̮ă	é d̮ ă	e dʲ ă̠	e dʲ a
24762	Conthey	(cela m’a) aidé	adjutatu	VS	7.3083227	46.2334191	idj͛yă	idj͛yă	i d j͛ y ă	i d ʒ̟ j ă̠	i d ʒ j a
24763	Nendaz	(cela m’a) aidé	adjutatu	VS	7.3047431	46.1855093	ĭdjyă	ĭdjyă	ĭ d j y ă	ĭ d ʒ j ă̠	ɪ d ʒ j a
24768	Évolène	(cela m’a) aidé	adjutatu	VS	7.4963134	46.1125593	ĕ́ig̱jyà̱	ĕ́ig̱jyà̱	ĕ́ i g̱ j y à̱	ĕ i ɡ͉͉ ʒ j a͉	e i g ʒ j a
24769	Grimentz	(cela m’a) aidé	adjutatu	VS	7.5763635	46.1801158	idya	idya	i d y a	i d j a̠	i d j a
24772	Laconnex	(cela m’a) aidé	adjutatu	GE	6.0355571	46.1557721	ḗdṑ	ḗdṑ	ḗ d ṑ	eː d ɔː	eː d ɔː
24774	Hermance	(cela m’a) aidé	adjutatu	GE	6.244375	46.302258	ḗdyă	ḗdyă	ḗ d y ă	eː d j ă̠	eː d j a
24779	Courtepin	(cela m’a) aidé	adjutatu	FR	7.1238357	46.8652994	éi̱d̮ī	éi̱d̮ī	é i̱ d̮ ī	e i͉ dʲ iː	e i dʲ iː
24780	Dompierre	(cela m’a) aidé	adjutatu	FR	6.990713	46.8520788	aè̱dyi	aè̱dyi	a è̱ d y i	a̠ ɛ͉ d j i	a ɛ d j i
24786	Landeron	(cela m’a) aidé	adjutatu	NE	7.066851	47.055508	édīė̱	édīė̱	é d ī ė̱	e d iː ə͉	e d iː ə
24788	Côte-aux-Fées	(cela m’a) aidé	adjutatu	NE	6.489867	46.866729	īdī	īdī	ī d ī	iː d iː	iː d iː
24791	Cerneux-Pêquignot	(cela m’a) aidé	adjutatu	NE	6.6661454	47.0169066	ḗdīè̱	ḗdīè̱	ḗ d ī è̱	eː d iː ɛ͉	eː d iː ɛ
24794	Plagne	(cela m’a) aidé	adjutatu	JU	7.284885	47.1874392	aèdīè̱	aèdīè̱	a è d ī è̱	a̠ ɛ d iː ɛ͉	a ɛ d iː ɛ
24800	Courtedoux	(cela m’a) aidé	adjutatu	JU	7.0413733	47.4101588	edīè̱	edīè̱	e d ī è̱	e̞ d iː ɛ͉	e d iː ɛ
24741	L'Auberson	(cela m’a) aidé	adjutatu	VD	6.4590043	46.8178516	ḗdĭ	ḗdĭ	ḗ d ĭ	eː d ĭ	eː d ɪ
#
8438	Longirod	(de la) laine	lana	VD	6.2585316	46.4944282	lãṉ̇na	lãṉ̇na	l ã ṉ̇ n a	l ã̠ ŋ͉ n a̠	l a ∼ ŋ n a
8447	Ormont-Dessus	(de la) laine	lana	VD	7.158066	46.3514789	lā̃na	lā̃na	l ā̃ n a	l ã̠ː n a̠	l aː ∼ n a
8466	Laconnex	(de la) laine	lana	GE	6.0355571	46.1557721	lãnò̱	lãnò̱	l ã n ò̱	l ã̠ n ɔ͉	l a ∼ n ɔ
8478	Boudry	(de la) laine	lana	NE	6.837028	46.950218	lãna	lãna	l ã n a	l ã̠ n a̠	l a ∼ n a
8435	L'Auberson	(de la) laine	lana	VD	6.4590043	46.8178516	lā̃na	lā̃na	l ā̃ n a	l ã̠ː n a̠	l aː ∼ n a
8443	Prahins	(de la) laine	lana	VD	6.7383916	46.7331778	lā̃ṉ̇na	lā̃ṉ̇na	l ā̃ ṉ̇ n a	l ã̠ː ŋ͉ n a̠	l aː ∼ ŋ n a
8450	Collombey	(de la) laine	lana	VS	6.9459222	46.2679563	lā̃na	lā̃na	l ā̃ n a	l ã̠ː n a̠	l aː ∼ n a
8454	Lourtier	(de la) laine	lana	VS	7.265844	46.049002	ānă	ānă	ā n ă	a̠ː n ă̠	aː n a
8456	Conthey	(de la) laine	lana	VS	7.3083227	46.2334191	ā̃na	ā̃na	ā̃ n a	ã̠ː n a̠	aː ∼ n a
8457	Nendaz	(de la) laine	lana	VS	7.3047431	46.1855093	ā̃na	ā̃na	ā̃ n a	ã̠ː n a̠	aː ∼ n a
8462	Évolène	(de la) laine	lana	VS	7.4963134	46.1125593	lā̃ṉ̇na̱	lā̃ṉ̇na̱	l ā̃ ṉ̇ n a̱	l ã̠ː ŋ͉ n a̠͉	l aː ∼ ŋ n a
8463	Grimentz	(de la) laine	lana	VS	7.5763635	46.1801158	lā̃ṉ̇na	lā̃ṉ̇na	l ā̃ ṉ̇ n a	l ã̠ː ŋ͉ n a̠	l aː ∼ ŋ n a
8468	Hermance	(de la) laine	lana	GE	6.244375	46.302258	lãna̱	lãna̱	l ã n a̱	l ã̠ n a̠͉	l a ∼ n a
