# Wordlist

# DATA
ID	DOCULECT	CONCEPT	LATIN	CANTON	LONGITUDE	LATITUDE	VALUE	FORM	SEGMENTED	TOKENS	BROAD_TOKENS
7718	Évolène	(une) bouteille	buttucula	VS	7.4963134	46.1125593	fyṓla	fyṓla	f y ṓ l a	f j oː l a̠	f j oː l a
7719	Grimentz	(une) bouteille	buttucula	VS	7.5763635	46.1801158	bʋ̆̀teͥłé̱	bʋ̆̀teͥłé̱	b ʋ̆̀ t eͥ ł é̱	b ʊ̆ t e̝  e͉	b ʊ t e ɬ e
7722	Laconnex	(une) bouteille	buttucula	GE	6.0355571	46.1557721	bŏ̀tȯl̮	bŏ̀tȯl̮	b ŏ̀ t ȯ l̮	b ɔ̆ t ɔ̈ ʎ	b ɔ t ɔ ʎ
7724	Hermance	(une) bouteille	buttucula	GE	6.244375	46.302258	bŏ̀tŏ̀l̮è̱	bŏ̀tŏ̀l̮è̱	b ŏ̀ t ŏ̀ l̮ è̱	b ɔ̆ t ɔ̆ ʎ ɛ͉	b ɔ t ɔ ʎ ɛ
7729	Courtepin	(une) bouteille	buttucula	FR	7.1238357	46.8652994	bŏ̀tŏ̀yė̱	bŏ̀tŏ̀yė̱	b ŏ̀ t ŏ̀ y ė̱	b ɔ̆ t ɔ̆ j ə͉	b ɔ t ɔ j ə
7730	Dompierre	(une) bouteille	buttucula	FR	6.990713	46.8520788	bŏ̀tŏ̀y	bŏ̀tŏ̀y	b ŏ̀ t ŏ̀ y	b ɔ̆ t ɔ̆ j	b ɔ t ɔ j
7734	Boudry	(une) bouteille	buttucula	NE	6.837028	46.950218	bŏtŏl̮	bŏtŏl̮	b ŏ t ŏ l̮	b ŏ̞ t ŏ̞ ʎ	b o t o ʎ
7736	Landeron	(une) bouteille	buttucula	NE	7.066851	47.055508	botoy	botoy	b o t o y	b o̞ t o̞ j	b o t o j
7738	Côte-aux-Fées	(une) bouteille	buttucula	NE	6.489867	46.866729	bʋ̆tĕ̀l̮	bʋ̆tĕ̀l̮	b ʋ̆ t ĕ̀ l̮	b ŭ t ɛ̆ ʎ	b u t ɛ ʎ
7741	Cerneux-Pêquignot	(une) bouteille	buttucula	NE	6.6661454	47.0169066	fyʋ̄lè	fyʋ̄lè	f y ʋ̄ l è	f j uː l ɛ	f j uː l ɛ
7744	Plagne	(une) bouteille	buttucula	JU	7.284885	47.1874392	bŏ̀tā́y	bŏ̀tā́y	b ŏ̀ t ā́ y	b ɔ̆ t ɑː j	b ɔ t ɑː j
7750	Courtedoux	(une) bouteille	buttucula	JU	7.0413733	47.4101588	bŏtwaͤ̆y	bŏtwaͤ̆y	b ŏ t w aͤ̆ y	b ŏ̞ t w æ̆ j	b o t w æ j
#
7567	L'Auberson	(une) cage	cavea	VD	6.4590043	46.8178516	kăj	kăj	k ă j	k ă̠ ʒ	k a ʒ
7570	Longirod	(une) cage	cavea	VD	6.2585316	46.4944282	kăjė̱	kăjė̱	k ă j ė̱	k ă̠ ʒ ə͉	k a ʒ ə
7575	Prahins	(une) cage	cavea	VD	6.7383916	46.7331778	dzḗba̱	dzḗba̱	d z ḗ b a̱	d z eː b a̠͉	d z eː b a
7579	Ormont-Dessus	(une) cage	cavea	VD	7.158066	46.3514789	ḏza̱ḕrė̱	ḏza̱ḕrė̱	ḏ z a̱ ḕ r ė̱	d͉ z a̠͉ ɛː r ə͉	d z a ɛː r ə
7582	Collombey	(une) cage	cavea	VS	6.9459222	46.2679563	dzei̱bė̱	dzei̱bė̱	d z e i̱ b ė̱	d z e̞ i͉ b ə͉	d z e i b ə
7586	Lourtier	(une) cage	cavea	VS	7.265844	46.049002	dzīwė̱	dzīwė̱	d z ī w ė̱	d z iː w ə͉	d z iː w ə
7588	Conthey	(une) cage	cavea	VS	7.3083227	46.2334191	dzīwë̱	dzīwë̱	d z ī w ë̱	d z iː w ɛ͉̈	d z iː w ɛ
7589	Nendaz	(une) cage	cavea	VS	7.3047431	46.1855093	dzḗwė̱	dzḗwė̱	d z ḗ w ė̱	d z eː w ə͉	d z eː w ə
7594	Évolène	(une) cage	cavea	VS	7.4963134	46.1125593	zḗwï̱	zḗwï̱	z ḗ w ï̱	z eː w ɪ͉̈	z eː w ɪ
7595	Grimentz	(une) cage	cavea	VS	7.5763635	46.1801158	zḗwé̱	zḗwé̱	z ḗ w é̱	z eː w e͉	z eː w e
7598	Laconnex	(une) cage	cavea	GE	6.0355571	46.1557721	kăj	kăj	k ă j	k ă̠ ʒ	k a ʒ
7600	Hermance	(une) cage	cavea	GE	6.244375	46.302258	kăjè̱	kăjè̱	k ă j è̱	k ă̠ ʒ ɛ͉	k a ʒ ɛ
7605	Courtepin	(une) cage	cavea	FR	7.1238357	46.8652994	dzḗbė̱	dzḗbė̱	d z ḗ b ė̱	d z eː b ə͉	d z eː b ə
7606	Dompierre	(une) cage	cavea	FR	6.990713	46.8520788	dzébė̱	dzébė̱	d z é b ė̱	d z e b ə͉	d z e b ə
7610	Boudry	(une) cage	cavea	NE	6.837028	46.950218	kădz	kădz	k ă d z	k ă̠ d z	k a d z
7612	Landeron	(une) cage	cavea	NE	7.066851	47.055508	kădj	kădj	k ă d j	k ă̠ d ʒ	k a d ʒ
7614	Côte-aux-Fées	(une) cage	cavea	NE	6.489867	46.866729	kăj	kăj	k ă j	k ă̠ ʒ	k a ʒ
7617	Cerneux-Pêquignot	(une) cage	cavea	NE	6.6661454	47.0169066	kĕ̀dj	kĕ̀dj	k ĕ̀ d j	k ɛ̆ d ʒ	k ɛ d ʒ
7620	Plagne	(une) cage	cavea	JU	7.284885	47.1874392	djavyā́è̱l	djavyā́è̱l	d j a v y ā́ è̱ l	d ʒ a̠ v j ɑː ɛ͉ l	d ʒ a v j ɑː ɛ l
7626	Courtedoux	(une) cage	cavea	JU	7.0413733	47.4101588	djṓl	djṓl	d j ṓ l	d ʒ oː l	d ʒ oː l
#
8252	Longirod	(une) ceinture	cinctura	VD	6.2585316	46.4944282	sè̩̃i̱tūra̱	sè̩̃i̱tūra̱	s è̩̃ i̱ t ū r a̱	s ɛ̃́ i͉ t ỹː r a̠͉	s ɛ ∼ i t yː ∼ r a
8261	Ormont-Dessus	(une) ceinture	cinctura	VD	7.158066	46.3514789	ṣ̍è̄̃da	ṣ̍è̄̃da	ṣ̍ è̄̃ d a	θˡ ɛ̃ː d a̠	θˡ ɛː ∼ d a
8280	Laconnex	(une) ceinture	cinctura	GE	6.0355571	46.1557721	fl̮è̃tīr	fl̮è̃tīr	f l̮ è̃ t ī r	f ʎ ɛ̃ t iː r	f ʎ ɛ ∼ t iː r
8292	Boudry	(une) ceinture	cinctura	NE	6.837028	46.950218	sè̃tŭr	sè̃tŭr	s è̃ t ŭ r	s ɛ̃ t y̆ r	s ɛ ∼ t y r
8249	L'Auberson	(une) ceinture	cinctura	VD	6.4590043	46.8178516	sè̃tŭr	sè̃tŭr	s è̃ t ŭ r	s ɛ̃ t y̆ r	s ɛ ∼ t y r
8257	Prahins	(une) ceinture	cinctura	VD	6.7383916	46.7331778	c̵è̩̃tė̩rė	c̵è̩̃tė̩rė	c̵ è̩̃ t ė̩ r ė	ʃ ɛ̃́ t ə́ r ə	ʃ ɛ ∼ t ˈ/ə r ə
8268	Lourtier	(une) ceinture	cinctura	VS	7.265844	46.049002	ç̑l̮̱è̄̃da̱	ç̑l̮̱è̄̃da̱	ç̑ l̮̱ è̄̃ d a̱	ç ʎ͉ ɛ̃ː d a̠͉	ç ʎ ɛː ∼ d a
8270	Conthey	(une) ceinture	cinctura	VS	7.3083227	46.2334191	sè̃tẅīrë̱	sè̃tẅīrë̱	s è̃ t ẅ ī r ë̱	s ɛ̃ t ɥ iː r ɛ͉̈	s ɛ ∼ t ɥ iː r ɛ
8271	Nendaz	(une) ceinture	cinctura	VS	7.3047431	46.1855093	c̵è̃ṉtẅīri̱	c̵è̃ṉtẅīri̱	c̵ è̃ ṉ t ẅ ī r i̱	ʃ ɛ̃ n͉ t ɥ iː r i͉	ʃ ɛ ∼ n t ɥ iː r i
8276	Évolène	(une) ceinture	cinctura	VS	7.4963134	46.1125593	c̵ĕ̀ntẅīrï̱	c̵ĕ̀ntẅīrï̱	c̵ ĕ̀ n t ẅ ī r ï̱	ʃ ɛ̆ n t ɥ iː r ɪ͉̈	ʃ ɛ n t ɥ iː r ɪ
8277	Grimentz	(une) ceinture	cinctura	VS	7.5763635	46.1801158	c̵ĕ̀ntẅīré̱	c̵ĕ̀ntẅīré̱	c̵ ĕ̀ n t ẅ ī r é̱	ʃ ɛ̆ n t ɥ iː r e͉	ʃ ɛ n t ɥ iː r e
8282	Hermance	(une) ceinture	cinctura	GE	6.244375	46.302258	sè̃tūra	sè̃tūra	s è̃ t ū r a	s ɛ̃ t ỹː r a̠	s ɛ ∼ t yː ∼ r a
8287	Courtepin	(une) ceinture	cinctura	FR	7.1238357	46.8652994	ç̑y̱à̃ṉ̇trė̱	ç̑y̱à̃ṉ̇trė̱	ç̑ y̱ à̃ ṉ̇ t r ė̱	ç j͉ ã ŋ͉ t r ə͉	ç j a ∼ ŋ t r ə
8288	Dompierre	(une) ceinture	cinctura	FR	6.990713	46.8520788	ç̑ãṉ̇tė̩r	ç̑ãṉ̇tė̩r	ç̑ ã ṉ̇ t ė̩ r	ç ã̠ ŋ͉ t ə́ r	ç a ∼ ŋ t ˈ/ə r
8294	Landeron	(une) ceinture	cinctura	NE	7.066851	47.055508	sè̃tur	sè̃tur	s è̃ t u r	s ɛ̃ t y r	s ɛ ∼ t y r
8296	Côte-aux-Fées	(une) ceinture	cinctura	NE	6.489867	46.866729	saͤ̄tŭr	saͤ̄tŭr	s aͤ̄ t ŭ r	s æː t y̆ r	s æː t y r
8299	Cerneux-Pêquignot	(une) ceinture	cinctura	NE	6.6661454	47.0169066	saͦ̃ṉtŭr	saͦ̃ṉtŭr	s aͦ̃ ṉ t ŭ r	s ɒ̝̃ n͉ t y̆ r	s ɑ n t y r
8302	Plagne	(une) ceinture	cinctura	JU	7.284885	47.1874392	sãẽĩ̱tuṟ	sãẽĩ̱tuṟ	s ã ẽ ĩ̱ t u ṟ	s ã̠ ẽ̞ ĩ͉ t y r͉	s a ∼ e ∼ i ∼ t y r
8308	Courtedoux	(une) ceinture	cinctura	JU	7.0413733	47.4101588	sè̃tŭr	sè̃tŭr	s è̃ t ŭ r	s ɛ̃ t y̆ r	s ɛ ∼ t y r
8264	Collombey	(une) ceinture	cinctura	VS	6.9459222	46.2679563	sè̃tūr	sè̃tūr	s è̃ t ū r	s ɛ̃ t ỹː r	s ɛ ∼ t yː ∼ r
#
18851	L'Auberson	(une) chanson	cantione	VD	6.4590043	46.8178516	tsãsò̃	tsãsò̃	ts ã s ò̃	ts ã̠ s ɔ̃	ts a ∼ s ɔ ∼
18854	Longirod	(une) chanson	cantione	VD	6.2585316	46.4944282	tsãṉ̇fò̃	tsãṉ̇fò̃	ts ã ṉ̇ f ò̃	ts ã̠ ŋ͉ f ɔ̃	ts a ∼ ŋ f ɔ ∼
18859	Prahins	(une) chanson	cantione	VD	6.7383916	46.7331778	tsãsò̃	tsãsò̃	ts ã s ò̃	ts ã̠ s ɔ̃	ts a ∼ s ɔ ∼
18863	Ormont-Dessus	(une) chanson	cantione	VD	7.158066	46.3514789	tsãṣ̍ò̃	tsãṣ̍ò̃	ts ã ṣ̍ ò̃	ts ã̠ θˡ ɔ̃	ts a ∼ θˡ ɔ ∼
18866	Collombey	(une) chanson	cantione	VS	6.9459222	46.2679563	tsãfò̃	tsãfò̃	ts ã f ò̃	ts ã̠ f ɔ̃	ts a ∼ f ɔ ∼
18872	Conthey	(une) chanson	cantione	VS	7.3083227	46.2334191	tsãṣò̃	tsãṣò̃	ts ã ṣ ò̃	ts ã̠ θ ɔ̃	ts a ∼ θ ɔ ∼
18873	Nendaz	(une) chanson	cantione	VS	7.3047431	46.1855093	tsãsò̃	tsãsò̃	ts ã s ò̃	ts ã̠ s ɔ̃	ts a ∼ s ɔ ∼
18878	Évolène	(une) chanson	cantione	VS	7.4963134	46.1125593	tsãsò̃	tsãsò̃	ts ã s ò̃	ts ã̠ s ɔ̃	ts a ∼ s ɔ ∼
18884	Hermance	(une) chanson	cantione	GE	6.244375	46.302258	ṣãfó̃	ṣãfó̃	ṣ ã f ó̃	θ ã̠ f õ	θ a ∼ f o ∼
18890	Dompierre	(une) chanson	cantione	FR	6.990713	46.8520788	tsãṣò̃	tsãṣò̃	ts ã ṣ ò̃	ts ã̠ θ ɔ̃	ts a ∼ θ ɔ ∼
18896	Landeron	(une) chanson	cantione	NE	7.066851	47.055508	tc̵ãsò̃	tc̵ãsò̃	tc̵ ã s ò̃	tʃ ã̠ s ɔ̃	tʃ a ∼ s ɔ ∼
18901	Cerneux-Pêquignot	(une) chanson	cantione	NE	6.6661454	47.0169066	tc̵ãsʋ̀̃	tc̵ãsʋ̀̃	tc̵ ã s ʋ̀̃	tʃ ã̠ s ʊ̃	tʃ a ∼ s ʊ ∼
18904	Plagne	(une) chanson	cantione	JU	7.284885	47.1874392	tc̵ãsãó̱̃	tc̵ãsãó̱̃	tc̵ ã s ã ó̱̃	tʃ ã̠ s ã̠ õ͉	tʃ a ∼ s a ∼ o
18870	Lourtier	(une) chanson	cantione	VS	7.265844	46.049002	tsãç̑ḻò̃	tsãç̑ḻò̃	ts ã ç̑ ḻ ò̃	ts ã̠ ç l͉ ɔ̃	ts a ∼ ç l ɔ ∼
18879	Grimentz	(une) chanson	cantione	VS	7.5763635	46.1801158	tsā̃sò̃	tsā̃sò̃	ts ā̃ s ò̃	ts ã̠ː s ɔ̃	ts aː ∼ s ɔ ∼
18882	Laconnex	(une) chanson	cantione	GE	6.0355571	46.1557721	ṣãfò̃	ṣãfò̃	ṣ ã f ò̃	θ ã̠ f ɔ̃	θ a ∼ f ɔ ∼
18889	Courtepin	(une) chanson	cantione	FR	7.1238357	46.8652994	tsà̃ṉ̇sò̃ṉ̇	tsà̃ṉ̇sò̃ṉ̇	ts à̃ ṉ̇ s ò̃ ṉ̇	ts ã ŋ͉ s ɔ̃ ŋ͉	ts a ∼ ŋ s ɔ ∼ ŋ
18894	Boudry	(une) chanson	cantione	NE	6.837028	46.950218	tsãsò̃	tsãsò̃	ts ã s ò̃	ts ã̠ s ɔ̃	ts a ∼ s ɔ ∼
18898	Côte-aux-Fées	(une) chanson	cantione	NE	6.489867	46.866729	tsãsò̃	tsãsò̃	ts ã s ò̃	ts ã̠ s ɔ̃	ts a ∼ s ɔ ∼
18910	Courtedoux	(une) chanson	cantione	JU	7.0413733	47.4101588	tc̵è̄̃só̃	tc̵è̄̃só̃	tc̵ è̄̃ s ó̃	tʃ ɛ̃ː s õ	tʃ ɛː ∼ s o ∼
#
7257	L'Auberson	(une) charrue	carruca	VD	6.4590043	46.8178516	tsĕ̀ru̩	tsĕ̀ru̩	ts ĕ̀ r u̩	ts ɛ̆ r ý	ts ɛ r ˈ/y
7260	Longirod	(une) charrue	carruca	VD	6.2585316	46.4944282	tç̵̑ẅĕ̀rĭ	tç̵̑ẅĕ̀rĭ	tç̵̑ ẅ ĕ̀ r ĭ	tɕ ɥ ɛ̆ r ĭ	tɕ ɥ ɛ r ɪ
7265	Prahins	(une) charrue	carruca	VD	6.7383916	46.7331778	tsaͤ̄reͥ	tsaͤ̄reͥ	ts aͤ̄ r eͥ	ts æː r e̝	ts æː r e
7269	Ormont-Dessus	(une) charrue	carruca	VD	7.158066	46.3514789	ṯsĕ̀rīè̱	ṯsĕ̀rīè̱	ṯ s ĕ̀ r ī è̱	t͉ s ɛ̆ r iː ɛ͉	t s ɛ r iː ɛ
7272	Collombey	(une) charrue	carruca	VS	6.9459222	46.2679563	tsĕ̩̀rūṛė̱	tsĕ̩̀rūṛė̱	ts ĕ̩̀ r ū ṛ ė̱	ts ɛ̆́ r ỹː ɾ ə͉	ts ɛ r yː ∼ ɾ ə
7276	Lourtier	(une) charrue	carruca	VS	7.265844	46.049002	tsằṙʋ̄yė̱	tsằṙʋ̄yė̱	ts ằ ṙ ʋ̄ y ė̱	ts ă ʀ uː j ə͉	ts a ʀ uː j ə
7278	Conthey	(une) charrue	carruca	VS	7.3083227	46.2334191	tsĕ̀rūë̱	tsĕ̀rūë̱	ts ĕ̀ r ū ë̱	ts ɛ̆ r ỹː ɛ͉̈	ts ɛ r yː ∼ ɛ
7279	Nendaz	(une) charrue	carruca	VS	7.3047431	46.1855093	tsĕ̀r̄ʋ̩̆i̱	tsĕ̀r̄ʋ̩̆i̱	ts ĕ̀ r̄ ʋ̩̆ i̱	ts ɛ̆ rː ŭ́ i͉	ts ɛ rː ˈ/u i
7284	Évolène	(une) charrue	carruca	VS	7.4963134	46.1125593	tsărʋͧyï̱	tsărʋͧyï̱	ts ă r ʋͧ y ï̱	ts ă̠ r ʉ j ɪ͉̈	ts a r ʉ j ɪ
7285	Grimentz	(une) charrue	carruca	VS	7.5763635	46.1801158	tsărʋ̄ye̱ͥ	tsărʋ̄ye̱ͥ	ts ă r ʋ̄ y e̱ͥ	ts ă̠ r uː j e̝͉	ts a r uː j e
7288	Laconnex	(une) charrue	carruca	GE	6.0355571	46.1557721	ṣằrĭ	ṣằrĭ	ṣ ằ r ĭ	θ ă r ĭ	θ a r ɪ
7290	Hermance	(une) charrue	carruca	GE	6.244375	46.302258	tç̑ẅaͤ̄rĭ	tç̑ẅaͤ̄rĭ	tç̑ ẅ aͤ̄ r ĭ	tç ɥ æː r ĭ	tç ɥ æː r ɪ
7295	Courtepin	(une) charrue	carruca	FR	7.1238357	46.8652994	tsĕ̀rĭ	tsĕ̀rĭ	ts ĕ̀ r ĭ	ts ɛ̆ r ĭ	ts ɛ r ɪ
7296	Dompierre	(une) charrue	carruca	FR	6.990713	46.8520788	tsèri̩	tsèri̩	ts è r i̩	ts ɛ r í	ts ɛ r ˈ/ɪ
7300	Boudry	(une) charrue	carruca	NE	6.837028	46.950218	tsĕ̀rʋ̄ya̱	tsĕ̀rʋ̄ya̱	ts ĕ̀ r ʋ̄ y a̱	ts ɛ̆ r uː j a̠͉	ts ɛ r uː j a
7302	Landeron	(une) charrue	carruca	NE	7.066851	47.055508	tc̵èrʋ̄éy̱	tc̵èrʋ̄éy̱	tc̵ è r ʋ̄ é y̱	tʃ ɛ r uː e j͉	tʃ ɛ r uː e j
7304	Côte-aux-Fées	(une) charrue	carruca	NE	6.489867	46.866729	tsĕ̀rū	tsĕ̀rū	ts ĕ̀ r ū	ts ɛ̆ r ỹː	ts ɛ r yː ∼
7307	Cerneux-Pêquignot	(une) charrue	carruca	NE	6.6661454	47.0169066	tc̵ărīè̱	tc̵ărīè̱	tc̵ ă r ī è̱	tʃ ă̠ r iː ɛ͉	tʃ a r iː ɛ
7310	Plagne	(une) charrue	carruca	JU	7.284885	47.1874392	tc̵arūė̱	tc̵arūė̱	tc̵ a r ū ė̱	tʃ a̠ r ỹː ə͉	tʃ a r yː ∼ ə
7316	Courtedoux	(une) charrue	carruca	JU	7.0413733	47.4101588	tc̵aͤrūė̱	tc̵aͤrūė̱	tc̵ aͤ r ū ė̱	tʃ æ r ỹː ə͉	tʃ æ r yː ∼ ə
#
7195	L'Auberson	(une) chaudière	caldaria	VD	6.4590043	46.8178516	tsœ̄́dīra̱	tsœ̄́dīra̱	ts œ̄́ d ī r a̱	ts øː d iː r a̠͉	ts øː d iː r a
7198	Longirod	(une) chaudière	caldaria	VD	6.2585316	46.4944282	tsa͜ódīrė̱	tsaódīrė̱	ts a ó d ī r ė̱	ts a̠ o d iː r ə͉	ts a o d iː r ə
7203	Prahins	(une) chaudière	caldaria	VD	6.7383916	46.7331778	tsòdaͤ̄rė̱	tsòdaͤ̄rė̱	ts ò d aͤ̄ r ė̱	ts ɔ d æː r ə͉	ts ɔ d æː r ə
7207	Ormont-Dessus	(une) chaudière	caldaria	VD	7.158066	46.3514789	tsėdā͜èrė̱	tsėdāèrė̱	ts ė d ā è r ė̱	ts ə d a̠ː ɛ r ə͉	ts ə d aː ɛ r ə
7210	Collombey	(une) chaudière	caldaria	VS	6.9459222	46.2679563	tsœ̄u̱daͦ̄rė̱	tsœ̄u̱daͦ̄rė̱	ts œ̄ u̱ d aͦ̄ r ė̱	ts ø̞ː y͉ d ɒ̝ː r ə͉	ts øː y d ɒː r ə
7214	Lourtier	(une) chaudière	caldaria	VS	7.265844	46.049002	tsœu̱dai̱rė̱	tsœu̱dai̱rė̱	ts œ u̱ d a i̱ r ė̱	ts ø̞ y͉ d a̠ i͉ r ə͉	ts ø y d a i r ə
7216	Conthey	(une) chaudière	caldaria	VS	7.3083227	46.2334191	tsŭdaͤirė̱	tsŭdaͤirė̱	ts ŭ d aͤ i r ė̱	ts y̆ d æ i r ə͉	ts y d æ i r ə
7217	Nendaz	(une) chaudière	caldaria	VS	7.3047431	46.1855093	tsœͦ̆ʋ̱dīṛi̱	tsœͦ̆ʋ̱dīṛi̱	ts œͦ̆ ʋ̱ d ī ṛ i̱	ts ɞ̆ u͉ d iː ɾ i͉	ts ɞ u d iː ɾ i
7222	Évolène	(une) chaudière	caldaria	VS	7.4963134	46.1125593	tsŏ́ʋ̱·dīrï	tsŏ́ʋ̱·dīrï	ts ŏ́ ʋ̱ · d ī r ï	ts ŏ u͉ d iː r ɪ̈	ts o u d iː r ɪ
7223	Grimentz	(une) chaudière	caldaria	VS	7.5763635	46.1801158	tsʋ̆g̱dīré̱	tsʋ̆g̱dīré̱	ts ʋ̆ g̱ d ī r é̱	ts ŭ ɡ͉͉ d iː r e͉	ts u g d iː r e
7226	Laconnex	(une) chaudière	caldaria	GE	6.0355571	46.1557721	ṣœ̆̀œ̱́dīr	ṣœ̆̀œ̱́dīr	ṣ œ̆̀ œ̱́ d ī r	θ œ̆ ø͉ d iː r	θ œ ø d iː r
7228	Hermance	(une) chaudière	caldaria	GE	6.244375	46.302258	ṣœu̱dīrè̱	ṣœu̱dīrè̱	ṣ œ u̱ d ī r è̱	θ ø̞ y͉ d iː r ɛ͉	θ ø y d iː r ɛ
7233	Courtepin	(une) chaudière	caldaria	FR	7.1238357	46.8652994	tsò͜ódā̩̀rė̱	tsòódā̩̀rė̱	ts ò ó d ā̩̀ r ė̱	ts ɔ o d áː r ə͉	ts ɔ o d ˈ/aː r ə
7234	Dompierre	(une) chaudière	caldaria	FR	6.990713	46.8520788	tsaò̱dāè̱r	tsaò̱dāè̱r	ts a ò̱ d ā è̱ r	ts a̠ ɔ͉ d a̠ː ɛ͉ r	ts a ɔ d aː ɛ r
7240	Landeron	(une) chaudière	caldaria	NE	7.066851	47.055508	tc̵ʋ̆dīr	tc̵ʋ̆dīr	tc̵ ʋ̆ d ī r	tʃ ŭ d iː r	tʃ u d iː r
7242	Côte-aux-Fées	(une) chaudière	caldaria	NE	6.489867	46.866729	tsādḗr	tsādḗr	ts ā d ḗ r	ts a̠ː d eː r	ts aː d eː r
7245	Cerneux-Pêquignot	(une) chaudière	caldaria	NE	6.6661454	47.0169066	tc̵ṓdīr	tc̵ṓdīr	tc̵ ṓ d ī r	tʃ oː d iː r	tʃ oː d iː r
7248	Plagne	(une) chaudière	caldaria	JU	7.284885	47.1874392	tc̵ṑdeͥr	tc̵ṑdeͥr	tc̵ ṑ d eͥ r	tʃ ɔː d e̝ r	tʃ ɔː d e r
7254	Courtedoux	(une) chaudière	caldaria	JU	7.0413733	47.4101588	tc̵ā́dīr	tc̵ā́dīr	tc̵ ā́ d ī r	tʃ ɑː d iː r	tʃ ɑː d iː r
7238	Boudry	(une) chaudière	caldaria	NE	6.837028	46.950218	tsŭdīr	tsŭdīr	ts ŭ d ī r	ts y̆ d iː r	ts y d iː r
#
8001	L'Auberson	(une) couronne	corona	VD	6.4590043	46.8178516	kʋ̆rŏ̀n	kʋ̆rŏ̀n	k ʋ̆ r ŏ̀ n	k ŭ r ɔ̆ n	k u r ɔ n
8004	Longirod	(une) couronne	corona	VD	6.2585316	46.4944282	kwŏrė̩na̱	kwŏrė̩na̱	k w ŏ r ė̩ n a̱	k w ŏ̞ r ə́ n a̠͉	k w o r ˈ/ə n a
8009	Prahins	(une) couronne	corona	VD	6.7383916	46.7331778	kŏrʋ̩̄̀na̱	kŏrʋ̩̄̀na̱	k ŏ r ʋ̩̄̀ n a̱	k ŏ̞ r  n a̠͉	k o r ˈ/u n a
8013	Ormont-Dessus	(une) couronne	corona	VD	7.158066	46.3514789	kò̩rė̱na	kò̩rė̱na	k ò̩ r ė̱ n a	k ɔ́ r ə͉ n a̠	k ˈ/ɔ r ə n a
8016	Collombey	(une) couronne	corona	VS	6.9459222	46.2679563	kò̩rė̱na	kò̩rė̱na	k ò̩ r ė̱ n a	k ɔ́ r ə͉ n a̠	k ˈ/ɔ r ə n a
8020	Lourtier	(une) couronne	corona	VS	7.265844	46.049002	kŏ̀rœ̩̆̀n̄ă	kŏ̀rœ̩̆̀n̄ă	k ŏ̀ r œ̩̆̀ n̄ ă	k ɔ̆ r œ̆́ nː ă̠	k ɔ r œ nː a
8022	Conthey	(une) couronne	corona	VS	7.3083227	46.2334191	kŏ̀rŏ̀nă	kŏ̀rŏ̀nă	k ŏ̀ r ŏ̀ n ă	k ɔ̆ r ɔ̆ n ă̠	k ɔ r ɔ n a
8023	Nendaz	(une) couronne	corona	VS	7.3047431	46.1855093	kŏ̀rŏ̀na	kŏ̀rŏ̀na	k ŏ̀ r ŏ̀ n a	k ɔ̆ r ɔ̆ n a̠	k ɔ r ɔ n a
8028	Évolène	(une) couronne	corona	VS	7.4963134	46.1125593	kŏ̩̀rŏ̩̀n̄a	kŏ̩̀rŏ̩̀n̄a	k ŏ̩̀ r ŏ̩̀ n̄ a	k ɔ̆́ r ɔ̆́ nː a̠	k ɔ r ɔ nː a
8029	Grimentz	(une) couronne	corona	VS	7.5763635	46.1801158	kŏ̀rŏ̀na	kŏ̀rŏ̀na	k ŏ̀ r ŏ̀ n a	k ɔ̆ r ɔ̆ n a̠	k ɔ r ɔ n a
8032	Laconnex	(une) couronne	corona	GE	6.0355571	46.1557721	kŏ̀rė̩n̄a̱ͦ	kŏ̀rė̩n̄a̱ͦ	k ŏ̀ r ė̩ n̄ a̱ͦ	k ɔ̆ r ə́ nː ɒ̝͉	k ɔ r ˈ/ə nː ɒ
8034	Hermance	(une) couronne	corona	GE	6.244375	46.302258	kò̩rnă̩	kò̩rnă̩	k ò̩ r n ă̩	k ɔ́ r n ắ̠	k ˈ/ɔ r n a
8039	Courtepin	(une) couronne	corona	FR	7.1238357	46.8652994	kʋ̩̆rʋ̱nằ	kʋ̩̆rʋ̱nằ	k ʋ̩̆ r ʋ̱ n ằ	k ŭ́ r u͉ n ă	k ˈ/u r u n a
8040	Dompierre	(une) couronne	corona	FR	6.990713	46.8520788	kò̩rʋ̩n̄a	kò̩rʋ̩n̄a	k ò̩ r ʋ̩ n̄ a	k ɔ́ r ú nː a̠	k ˈ/ɔ r ˈ/u nː a
8044	Boudry	(une) couronne	corona	NE	6.837028	46.950218	kʋ̆rŏ̀na	kʋ̆rŏ̀na	k ʋ̆ r ŏ̀ n a	k ŭ r ɔ̆ n a̠	k u r ɔ n a
8046	Landeron	(une) couronne	corona	NE	7.066851	47.055508	kʋ̆rŏ̀n	kʋ̆rŏ̀n	k ʋ̆ r ŏ̀ n	k ŭ r ɔ̆ n	k u r ɔ n
8048	Côte-aux-Fées	(une) couronne	corona	NE	6.489867	46.866729	kʋ̆rŏ̀n	kʋ̆rŏ̀n	k ʋ̆ r ŏ̀ n	k ŭ r ɔ̆ n	k u r ɔ n
8051	Cerneux-Pêquignot	(une) couronne	corona	NE	6.6661454	47.0169066	kʋ̆rnĕ̀	kʋ̆rnĕ̀	k ʋ̆ r n ĕ̀	k ŭ r n ɛ̆	k u r n ɛ
